word,neg,neu,pos,compound,sentiment_cat,sentiment_val
shrewd,0.0,1.0,0.0,0.0,3,neutral
shrewish,0.0,1.0,0.0,0.0,3,neutral
self-consistent,0.0,1.0,0.0,0.0,3,neutral
shrieking,0.0,1.0,0.0,0.0,3,neutral
self-conscious,0.0,1.0,0.0,0.0,3,neutral
shrill,0.0,1.0,0.0,0.0,3,neutral
self-centered,0.0,1.0,0.0,0.0,3,neutral
self-assured,0.0,1.0,0.0,0.0,3,neutral
self-assertive,0.0,1.0,0.0,0.0,3,neutral
shortsighted,0.0,1.0,0.0,0.0,3,neutral
self-taught,0.0,1.0,0.0,0.0,3,neutral
able,0.0,1.0,0.0,0.0,3,neutral
sacrilegious,0.0,1.0,0.0,0.0,3,neutral
overworked,0.0,1.0,0.0,0.0,3,neutral
overzealous,0.0,1.0,0.0,0.0,3,neutral
pacifistic,0.0,1.0,0.0,0.0,3,neutral
pacifying,0.0,1.0,0.0,0.0,3,neutral
painstaking,0.0,1.0,0.0,0.0,3,neutral
pandering,0.0,1.0,0.0,0.0,3,neutral
parasitic,0.0,1.0,0.0,0.0,3,neutral
parental,0.0,1.0,0.0,0.0,3,neutral
parsimonious,0.0,1.0,0.0,0.0,3,neutral
participative,0.0,1.0,0.0,0.0,3,neutral
particular,0.0,1.0,0.0,0.0,3,neutral
partisan,0.0,1.0,0.0,0.0,3,neutral
paternal,0.0,1.0,0.0,0.0,3,neutral
patient,0.0,1.0,0.0,0.0,3,neutral
patriarchal,0.0,1.0,0.0,0.0,3,neutral
overwomanly,0.0,1.0,0.0,0.0,3,neutral
patriotic,0.0,1.0,0.0,0.0,3,neutral
overweening,0.0,1.0,0.0,0.0,3,neutral
overviolent,0.0,1.0,0.0,0.0,3,neutral
oversevere,0.0,1.0,0.0,0.0,3,neutral
overslow,0.0,1.0,0.0,0.0,3,neutral
oversolicitous,0.0,1.0,0.0,0.0,3,neutral
overspeedy,0.0,1.0,0.0,0.0,3,neutral
overstepping,0.0,1.0,0.0,0.0,3,neutral
overstrict,0.0,1.0,0.0,0.0,3,neutral
overstudious,0.0,1.0,0.0,0.0,3,neutral
oversubtle,0.0,1.0,0.0,0.0,3,neutral
oversuspicious,0.0,1.0,0.0,0.0,3,neutral
overtalkative,0.0,1.0,0.0,0.0,3,neutral
overthoughtful,0.0,1.0,0.0,0.0,3,neutral
overtolerant,0.0,1.0,0.0,0.0,3,neutral
overtrained,0.0,1.0,0.0,0.0,3,neutral
overtrusting,0.0,1.0,0.0,0.0,3,neutral
overvaliant,0.0,1.0,0.0,0.0,3,neutral
overwary,0.0,1.0,0.0,0.0,3,neutral
patronizing,0.0,1.0,0.0,0.0,3,neutral
pedagogical,0.0,1.0,0.0,0.0,3,neutral
pedantic,0.0,1.0,0.0,0.0,3,neutral
perturbable,0.0,1.0,0.0,0.0,3,neutral
petulant,0.0,1.0,0.0,0.0,3,neutral
philandering,0.0,1.0,0.0,0.0,3,neutral
philanthropic,0.0,1.0,0.0,0.0,3,neutral
philosophical,0.0,1.0,0.0,0.0,3,neutral
philosophizing,0.0,1.0,0.0,0.0,3,neutral
phony,0.0,1.0,0.0,0.0,3,neutral
physical,0.0,1.0,0.0,0.0,3,neutral
picky,0.0,1.0,0.0,0.0,3,neutral
piggish,0.0,1.0,0.0,0.0,3,neutral
pigheaded,0.0,1.0,0.0,0.0,3,neutral
pioneering,0.0,1.0,0.0,0.0,3,neutral
pious,0.0,1.0,0.0,0.0,3,neutral
pithy,0.0,1.0,0.0,0.0,3,neutral
placating,0.0,1.0,0.0,0.0,3,neutral
pert,0.0,1.0,0.0,0.0,3,neutral
persuasive,0.0,1.0,0.0,0.0,3,neutral
persuadable,0.0,1.0,0.0,0.0,3,neutral
perspicacious,0.0,1.0,0.0,0.0,3,neutral
pedestrian,0.0,1.0,0.0,0.0,3,neutral
peevish,0.0,1.0,0.0,0.0,3,neutral
penetrative,0.0,1.0,0.0,0.0,3,neutral
penitent,0.0,1.0,0.0,0.0,3,neutral
penny-wise,0.0,1.0,0.0,0.0,3,neutral
peppery,0.0,1.0,0.0,0.0,3,neutral
peppy,0.0,1.0,0.0,0.0,3,neutral
overserious,0.0,1.0,0.0,0.0,3,neutral
perceiving,0.0,1.0,0.0,0.0,3,neutral
peripatetic,0.0,1.0,0.0,0.0,3,neutral
perky,0.0,1.0,0.0,0.0,3,neutral
persecutive,0.0,1.0,0.0,0.0,3,neutral
persevering,0.0,1.0,0.0,0.0,3,neutral
persistent,0.0,1.0,0.0,0.0,3,neutral
personable,0.0,1.0,0.0,0.0,3,neutral
perspectiveless,0.0,1.0,0.0,0.0,3,neutral
perceptive,0.0,1.0,0.0,0.0,3,neutral
oversentimental,0.0,1.0,0.0,0.0,3,neutral
oversensitive,0.0,1.0,0.0,0.0,3,neutral
overscrupulous,0.0,1.0,0.0,0.0,3,neutral
overcareful,0.0,1.0,0.0,0.0,3,neutral
overcaring,0.0,1.0,0.0,0.0,3,neutral
overcasual,0.0,1.0,0.0,0.0,3,neutral
overcautious,0.0,1.0,0.0,0.0,3,neutral
overcharitable,0.0,1.0,0.0,0.0,3,neutral
overcompassionate,0.0,1.0,0.0,0.0,3,neutral
overconfident,0.0,1.0,0.0,0.0,3,neutral
overconscientious,0.0,1.0,0.0,0.0,3,neutral
overcredulous,0.0,1.0,0.0,0.0,3,neutral
overcritical,0.0,1.0,0.0,0.0,3,neutral
overcunning,0.0,1.0,0.0,0.0,3,neutral
overcurious,0.0,1.0,0.0,0.0,3,neutral
overdaring,0.0,1.0,0.0,0.0,3,neutral
overdiligent,0.0,1.0,0.0,0.0,3,neutral
overeager,0.0,1.0,0.0,0.0,3,neutral
overbusy,0.0,1.0,0.0,0.0,3,neutral
overbrave,0.0,1.0,0.0,0.0,3,neutral
overbookish,0.0,1.0,0.0,0.0,3,neutral
overbold,0.0,1.0,0.0,0.0,3,neutral
open-minded,0.0,1.0,0.0,0.0,3,neutral
opinionated,0.0,1.0,0.0,0.0,3,neutral
orderly,0.0,1.0,0.0,0.0,3,neutral
ordinary,0.0,1.0,0.0,0.0,3,neutral
organized,0.0,1.0,0.0,0.0,3,neutral
ornery,0.0,1.0,0.0,0.0,3,neutral
orthodox,0.0,1.0,0.0,0.0,3,neutral
overearnest,0.0,1.0,0.0,0.0,3,neutral
ostentatious,0.0,1.0,0.0,0.0,3,neutral
other-worldly,0.0,1.0,0.0,0.0,3,neutral
outspoken,0.0,1.0,0.0,0.0,3,neutral
overactive,0.0,1.0,0.0,0.0,3,neutral
overambitious,0.0,1.0,0.0,0.0,3,neutral
overanxious,0.0,1.0,0.0,0.0,3,neutral
overbearing,0.0,1.0,0.0,0.0,3,neutral
overbitter,0.0,1.0,0.0,0.0,3,neutral
otherworldly,0.0,1.0,0.0,0.0,3,neutral
placid,0.0,1.0,0.0,0.0,3,neutral
overelegant,0.0,1.0,0.0,0.0,3,neutral
overemphatic,0.0,1.0,0.0,0.0,3,neutral
overnervous,0.0,1.0,0.0,0.0,3,neutral
overpartial,0.0,1.0,0.0,0.0,3,neutral
overparticular,0.0,1.0,0.0,0.0,3,neutral
overpassionate,0.0,1.0,0.0,0.0,3,neutral
overpatient,0.0,1.0,0.0,0.0,3,neutral
overprompt,0.0,1.0,0.0,0.0,3,neutral
overproud,0.0,1.0,0.0,0.0,3,neutral
overquiet,0.0,1.0,0.0,0.0,3,neutral
overrash,0.0,1.0,0.0,0.0,3,neutral
overrated,0.0,1.0,0.0,0.0,3,neutral
overrefined,0.0,1.0,0.0,0.0,3,neutral
overrelaxed,0.0,1.0,0.0,0.0,3,neutral
overrighteous,0.0,1.0,0.0,0.0,3,neutral
overrigid,0.0,1.0,0.0,0.0,3,neutral
overrigorous,0.0,1.0,0.0,0.0,3,neutral
overneat,0.0,1.0,0.0,0.0,3,neutral
overmodest,0.0,1.0,0.0,0.0,3,neutral
overmerry,0.0,1.0,0.0,0.0,3,neutral
overmasculine,0.0,1.0,0.0,0.0,3,neutral
overexcitable,0.0,1.0,0.0,0.0,3,neutral
overfastidious,0.0,1.0,0.0,0.0,3,neutral
overfearful,0.0,1.0,0.0,0.0,3,neutral
overfierce,0.0,1.0,0.0,0.0,3,neutral
overforward,0.0,1.0,0.0,0.0,3,neutral
overgreedy,0.0,1.0,0.0,0.0,3,neutral
overharsh,0.0,1.0,0.0,0.0,3,neutral
overemotional,0.0,1.0,0.0,0.0,3,neutral
overhasty,0.0,1.0,0.0,0.0,3,neutral
overindulgent,0.0,1.0,0.0,0.0,3,neutral
overintense,0.0,1.0,0.0,0.0,3,neutral
overjealous,0.0,1.0,0.0,0.0,3,neutral
overkind,0.0,1.0,0.0,0.0,3,neutral
overlogical,0.0,1.0,0.0,0.0,3,neutral
overloud,0.0,1.0,0.0,0.0,3,neutral
overlusty,0.0,1.0,0.0,0.0,3,neutral
overimaginative,0.0,1.0,0.0,0.0,3,neutral
plain,0.0,1.0,0.0,0.0,3,neutral
plain-dealing,0.0,1.0,0.0,0.0,3,neutral
plain-spoken,0.0,1.0,0.0,0.0,3,neutral
rational,0.0,1.0,0.0,0.0,3,neutral
raucous,0.0,1.0,0.0,0.0,3,neutral
raunchy,0.0,1.0,0.0,0.0,3,neutral
reactionary,0.0,1.0,0.0,0.0,3,neutral
realistic,0.0,1.0,0.0,0.0,3,neutral
reasonable,0.0,1.0,0.0,0.0,3,neutral
recalcitrant,0.0,1.0,0.0,0.0,3,neutral
receiving,0.0,1.0,0.0,0.0,3,neutral
receptive,0.0,1.0,0.0,0.0,3,neutral
reclusive,0.0,1.0,0.0,0.0,3,neutral
recondite,0.0,1.0,0.0,0.0,3,neutral
redoubtable,0.0,1.0,0.0,0.0,3,neutral
refined,0.0,1.0,0.0,0.0,3,neutral
reflective,0.0,1.0,0.0,0.0,3,neutral
reformative,0.0,1.0,0.0,0.0,3,neutral
rascally,0.0,1.0,0.0,0.0,3,neutral
rapacious,0.0,1.0,0.0,0.0,3,neutral
randy,0.0,1.0,0.0,0.0,3,neutral
rancorous,0.0,1.0,0.0,0.0,3,neutral
quaint,0.0,1.0,0.0,0.0,3,neutral
quarrelsome,0.0,1.0,0.0,0.0,3,neutral
querulous,0.0,1.0,0.0,0.0,3,neutral
quibbling,0.0,1.0,0.0,0.0,3,neutral
quick,0.0,1.0,0.0,0.0,3,neutral
quick-tempered,0.0,1.0,0.0,0.0,3,neutral
quick-witted,0.0,1.0,0.0,0.0,3,neutral
refreshing,0.0,1.0,0.0,0.0,3,neutral
quiet,0.0,1.0,0.0,0.0,3,neutral
quirky,0.0,1.0,0.0,0.0,3,neutral
quixotic,0.0,1.0,0.0,0.0,3,neutral
racy,0.0,1.0,0.0,0.0,3,neutral
radical,0.0,1.0,0.0,0.0,3,neutral
rakish,0.0,1.0,0.0,0.0,3,neutral
rambling,0.0,1.0,0.0,0.0,3,neutral
rambunctious,0.0,1.0,0.0,0.0,3,neutral
quiet-spoken,0.0,1.0,0.0,0.0,3,neutral
pusillanimous,0.0,1.0,0.0,0.0,3,neutral
regal,0.0,1.0,0.0,0.0,3,neutral
reliable,0.0,1.0,0.0,0.0,3,neutral
rollicking,0.0,1.0,0.0,0.0,3,neutral
rootless,0.0,1.0,0.0,0.0,3,neutral
rough,0.0,1.0,0.0,0.0,3,neutral
rough-and-ready,0.0,1.0,0.0,0.0,3,neutral
rowdy,0.0,1.0,0.0,0.0,3,neutral
rudderless,0.0,1.0,0.0,0.0,3,neutral
rueful,0.0,1.0,0.0,0.0,3,neutral
rugged,0.0,1.0,0.0,0.0,3,neutral
ruminative,0.0,1.0,0.0,0.0,3,neutral
rumpled,0.0,1.0,0.0,0.0,3,neutral
run-down,0.0,1.0,0.0,0.0,3,neutral
rushed,0.0,1.0,0.0,0.0,3,neutral
rustic,0.0,1.0,0.0,0.0,3,neutral
ruthless,0.0,1.0,0.0,0.0,3,neutral
saccharine,0.0,1.0,0.0,0.0,3,neutral
roguish,0.0,1.0,0.0,0.0,3,neutral
rivalrous,0.0,1.0,0.0,0.0,3,neutral
ritualistic,0.0,1.0,0.0,0.0,3,neutral
risque,0.0,1.0,0.0,0.0,3,neutral
religious,0.0,1.0,0.0,0.0,3,neutral
reproachful,0.0,1.0,0.0,0.0,3,neutral
reserved,0.0,1.0,0.0,0.0,3,neutral
resilient,0.0,1.0,0.0,0.0,3,neutral
resistant,0.0,1.0,0.0,0.0,3,neutral
resourceful,0.0,1.0,0.0,0.0,3,neutral
restive,0.0,1.0,0.0,0.0,3,neutral
regular,0.0,1.0,0.0,0.0,3,neutral
restrainable,0.0,1.0,0.0,0.0,3,neutral
retaliative,0.0,1.0,0.0,0.0,3,neutral
reticent,0.0,1.0,0.0,0.0,3,neutral
retiring,0.0,1.0,0.0,0.0,3,neutral
retortive,0.0,1.0,0.0,0.0,3,neutral
reverent,0.0,1.0,0.0,0.0,3,neutral
rhythmic,0.0,1.0,0.0,0.0,3,neutral
righteous,0.0,1.0,0.0,0.0,3,neutral
restrained,0.0,1.0,0.0,0.0,3,neutral
sadistic,0.0,1.0,0.0,0.0,3,neutral
purposive,0.0,1.0,0.0,0.0,3,neutral
purposeful,0.0,1.0,0.0,0.0,3,neutral
pouty,0.0,1.0,0.0,0.0,3,neutral
practical,0.0,1.0,0.0,0.0,3,neutral
pragmatic,0.0,1.0,0.0,0.0,3,neutral
prankish,0.0,1.0,0.0,0.0,3,neutral
prayerful,0.0,1.0,0.0,0.0,3,neutral
preaching,0.0,1.0,0.0,0.0,3,neutral
preachy,0.0,1.0,0.0,0.0,3,neutral
precise,0.0,1.0,0.0,0.0,3,neutral
precocious,0.0,1.0,0.0,0.0,3,neutral
precondemning,0.0,1.0,0.0,0.0,3,neutral
predatory,0.0,1.0,0.0,0.0,3,neutral
predictable,0.0,1.0,0.0,0.0,3,neutral
prejudiceless,0.0,1.0,0.0,0.0,3,neutral
premeditative,0.0,1.0,0.0,0.0,3,neutral
preoccupied,0.0,1.0,0.0,0.0,3,neutral
posed,0.0,1.0,0.0,0.0,3,neutral
pooh-poohing,0.0,1.0,0.0,0.0,3,neutral
pontifical,0.0,1.0,0.0,0.0,3,neutral
ponderous,0.0,1.0,0.0,0.0,3,neutral
planful,0.0,1.0,0.0,0.0,3,neutral
planless,0.0,1.0,0.0,0.0,3,neutral
platitudinous,0.0,1.0,0.0,0.0,3,neutral
pleasure-loving,0.0,1.0,0.0,0.0,3,neutral
pleasure-seeking,0.0,1.0,0.0,0.0,3,neutral
pliable,0.0,1.0,0.0,0.0,3,neutral
pliant,0.0,1.0,0.0,0.0,3,neutral
presentable,0.0,1.0,0.0,0.0,3,neutral
plodding,0.0,1.0,0.0,0.0,3,neutral
plucky,0.0,1.0,0.0,0.0,3,neutral
poetic,0.0,1.0,0.0,0.0,3,neutral
polemical,0.0,1.0,0.0,0.0,3,neutral
polished,0.0,1.0,0.0,0.0,3,neutral
polite,0.0,1.0,0.0,0.0,3,neutral
political,0.0,1.0,0.0,0.0,3,neutral
pompous,0.0,1.0,0.0,0.0,3,neutral
plotting,0.0,1.0,0.0,0.0,3,neutral
purposeless,0.0,1.0,0.0,0.0,3,neutral
presumptuous,0.0,1.0,0.0,0.0,3,neutral
pretenseless,0.0,1.0,0.0,0.0,3,neutral
prosaic,0.0,1.0,0.0,0.0,3,neutral
protective,0.0,1.0,0.0,0.0,3,neutral
provincial,0.0,1.0,0.0,0.0,3,neutral
provocable,0.0,1.0,0.0,0.0,3,neutral
provocative,0.0,1.0,0.0,0.0,3,neutral
prudent,0.0,1.0,0.0,0.0,3,neutral
prudish,0.0,1.0,0.0,0.0,3,neutral
prurient,0.0,1.0,0.0,0.0,3,neutral
psychopathic,0.0,1.0,0.0,0.0,3,neutral
puckish,0.0,1.0,0.0,0.0,3,neutral
pugnacious,0.0,1.0,0.0,0.0,3,neutral
punctilious,0.0,1.0,0.0,0.0,3,neutral
punctual,0.0,1.0,0.0,0.0,3,neutral
pure,0.0,1.0,0.0,0.0,3,neutral
puritanical,0.0,1.0,0.0,0.0,3,neutral
prophetic,0.0,1.0,0.0,0.0,3,neutral
proper,0.0,1.0,0.0,0.0,3,neutral
prompt,0.0,1.0,0.0,0.0,3,neutral
progressive,0.0,1.0,0.0,0.0,3,neutral
pretentious,0.0,1.0,0.0,0.0,3,neutral
prideful,0.0,1.0,0.0,0.0,3,neutral
prideless,0.0,1.0,0.0,0.0,3,neutral
priggish,0.0,1.0,0.0,0.0,3,neutral
prim,0.0,1.0,0.0,0.0,3,neutral
principled,0.0,1.0,0.0,0.0,3,neutral
prissy,0.0,1.0,0.0,0.0,3,neutral
pretenseful,0.0,1.0,0.0,0.0,3,neutral
private,0.0,1.0,0.0,0.0,3,neutral
procrastinating,0.0,1.0,0.0,0.0,3,neutral
productive,0.0,1.0,0.0,0.0,3,neutral
profane,0.0,1.0,0.0,0.0,3,neutral
professional,0.0,1.0,0.0,0.0,3,neutral
profligate,0.0,1.0,0.0,0.0,3,neutral
profound,0.0,1.0,0.0,0.0,3,neutral
prognosticating,0.0,1.0,0.0,0.0,3,neutral
probing,0.0,1.0,0.0,0.0,3,neutral
soulful,0.0,1.0,0.0,0.0,3,neutral
tame,0.0,1.0,0.0,0.0,3,neutral
spare,0.0,1.0,0.0,0.0,3,neutral
unpresuming,0.0,1.0,0.0,0.0,3,neutral
unpretending,0.0,1.0,0.0,0.0,3,neutral
unpretentious,0.0,1.0,0.0,0.0,3,neutral
unprincipled,0.0,1.0,0.0,0.0,3,neutral
unproductive,0.0,1.0,0.0,0.0,3,neutral
unprogressive,0.0,1.0,0.0,0.0,3,neutral
unprovincial,0.0,1.0,0.0,0.0,3,neutral
unpunctual,0.0,1.0,0.0,0.0,3,neutral
unpurposed,0.0,1.0,0.0,0.0,3,neutral
unquestioning,0.0,1.0,0.0,0.0,3,neutral
unrealistic,0.0,1.0,0.0,0.0,3,neutral
unreasonable,0.0,1.0,0.0,0.0,3,neutral
unreasoning,0.0,1.0,0.0,0.0,3,neutral
unreceptive,0.0,1.0,0.0,0.0,3,neutral
unrefined,0.0,1.0,0.0,0.0,3,neutral
unpredictable,0.0,1.0,0.0,0.0,3,neutral
unpreaching,0.0,1.0,0.0,0.0,3,neutral
unpopular,0.0,1.0,0.0,0.0,3,neutral
unpolitical,0.0,1.0,0.0,0.0,3,neutral
unpardoning,0.0,1.0,0.0,0.0,3,neutral
unpartisan,0.0,1.0,0.0,0.0,3,neutral
unpatriotic,0.0,1.0,0.0,0.0,3,neutral
unpeaceable,0.0,1.0,0.0,0.0,3,neutral
unperceptive,0.0,1.0,0.0,0.0,3,neutral
unpersonable,0.0,1.0,0.0,0.0,3,neutral
unpersuadable,0.0,1.0,0.0,0.0,3,neutral
unreflective,0.0,1.0,0.0,0.0,3,neutral
unpersuasive,0.0,1.0,0.0,0.0,3,neutral
unphilosophical,0.0,1.0,0.0,0.0,3,neutral
unpitying,0.0,1.0,0.0,0.0,3,neutral
unpleasable,0.0,1.0,0.0,0.0,3,neutral
unpliable,0.0,1.0,0.0,0.0,3,neutral
unpoised,0.0,1.0,0.0,0.0,3,neutral
unpolished,0.0,1.0,0.0,0.0,3,neutral
unpolite,0.0,1.0,0.0,0.0,3,neutral
unphilanthropic,0.0,1.0,0.0,0.0,3,neutral
unregulated,0.0,1.0,0.0,0.0,3,neutral
unreined,0.0,1.0,0.0,0.0,3,neutral
unrelaxing,0.0,1.0,0.0,0.0,3,neutral
unscholarly,0.0,1.0,0.0,0.0,3,neutral
unschooled,0.0,1.0,0.0,0.0,3,neutral
unscientific,0.0,1.0,0.0,0.0,3,neutral
unscornful,0.0,1.0,0.0,0.0,3,neutral
unscrupulous,0.0,1.0,0.0,0.0,3,neutral
unsearching,0.0,1.0,0.0,0.0,3,neutral
unselfconscious,0.0,1.0,0.0,0.0,3,neutral
unsatisfiable,0.0,1.0,0.0,0.0,3,neutral
unselfish,0.0,1.0,0.0,0.0,3,neutral
unsentimental,0.0,1.0,0.0,0.0,3,neutral
unsevere,0.0,1.0,0.0,0.0,3,neutral
unsexual,0.0,1.0,0.0,0.0,3,neutral
unshakable,0.0,1.0,0.0,0.0,3,neutral
unshrinking,0.0,1.0,0.0,0.0,3,neutral
unshy,0.0,1.0,0.0,0.0,3,neutral
unskeptical,0.0,1.0,0.0,0.0,3,neutral
unsensual,0.0,1.0,0.0,0.0,3,neutral
unostentatious,0.0,1.0,0.0,0.0,3,neutral
unsanitary,0.0,1.0,0.0,0.0,3,neutral
unruly,0.0,1.0,0.0,0.0,3,neutral
unrelenting,0.0,1.0,0.0,0.0,3,neutral
unreliable,0.0,1.0,0.0,0.0,3,neutral
unreligious,0.0,1.0,0.0,0.0,3,neutral
unremitting,0.0,1.0,0.0,0.0,3,neutral
unrepressible,0.0,1.0,0.0,0.0,3,neutral
unreproachful,0.0,1.0,0.0,0.0,3,neutral
unreserved,0.0,1.0,0.0,0.0,3,neutral
unsaintly,0.0,1.0,0.0,0.0,3,neutral
unrespectful,0.0,1.0,0.0,0.0,3,neutral
unresting,0.0,1.0,0.0,0.0,3,neutral
unrestrainable,0.0,1.0,0.0,0.0,3,neutral
unrestrained,0.0,1.0,0.0,0.0,3,neutral
unrevealing,0.0,1.0,0.0,0.0,3,neutral
unrevengeful,0.0,1.0,0.0,0.0,3,neutral
unromantic,0.0,1.0,0.0,0.0,3,neutral
unrude,0.0,1.0,0.0,0.0,3,neutral
unresponsive,0.0,1.0,0.0,0.0,3,neutral
unorthodox,0.0,1.0,0.0,0.0,3,neutral
unoriginal,0.0,1.0,0.0,0.0,3,neutral
unobtrusive,0.0,1.0,0.0,0.0,3,neutral
unhurried,0.0,1.0,0.0,0.0,3,neutral
unimaginative,0.0,1.0,0.0,0.0,3,neutral
unimpassionate,0.0,1.0,0.0,0.0,3,neutral
unimpatient,0.0,1.0,0.0,0.0,3,neutral
unimpeachable,0.0,1.0,0.0,0.0,3,neutral
unimpressible,0.0,1.0,0.0,0.0,3,neutral
unimpressionable,0.0,1.0,0.0,0.0,3,neutral
unholy,0.0,1.0,0.0,0.0,3,neutral
unindulgent,0.0,1.0,0.0,0.0,3,neutral
uninformed,0.0,1.0,0.0,0.0,3,neutral
uningenious,0.0,1.0,0.0,0.0,3,neutral
uninhibited,0.0,1.0,0.0,0.0,3,neutral
uninquiring,0.0,1.0,0.0,0.0,3,neutral
uninquisitive,0.0,1.0,0.0,0.0,3,neutral
uninspired,0.0,1.0,0.0,0.0,3,neutral
unintellectual,0.0,1.0,0.0,0.0,3,neutral
unindustrious,0.0,1.0,0.0,0.0,3,neutral
unintelligible,0.0,1.0,0.0,0.0,3,neutral
unheroic,0.0,1.0,0.0,0.0,3,neutral
unheedful,0.0,1.0,0.0,0.0,3,neutral
ungenerous,0.0,1.0,0.0,0.0,3,neutral
ungenteel,0.0,1.0,0.0,0.0,3,neutral
ungentle,0.0,1.0,0.0,0.0,3,neutral
ungentlemanly,0.0,1.0,0.0,0.0,3,neutral
ungiving,0.0,1.0,0.0,0.0,3,neutral
ungodly,0.0,1.0,0.0,0.0,3,neutral
ungovernable,0.0,1.0,0.0,0.0,3,neutral
unhelpful,0.0,1.0,0.0,0.0,3,neutral
ungraceful,0.0,1.0,0.0,0.0,3,neutral
ungregarious,0.0,1.0,0.0,0.0,3,neutral
ungrudging,0.0,1.0,0.0,0.0,3,neutral
unguarded,0.0,1.0,0.0,0.0,3,neutral
unhardened,0.0,1.0,0.0,0.0,3,neutral
unhardy,0.0,1.0,0.0,0.0,3,neutral
unharming,0.0,1.0,0.0,0.0,3,neutral
unhasty,0.0,1.0,0.0,0.0,3,neutral
ungracious,0.0,1.0,0.0,0.0,3,neutral
unsly,0.0,1.0,0.0,0.0,3,neutral
uninterested,0.0,1.0,0.0,0.0,3,neutral
uninventive,0.0,1.0,0.0,0.0,3,neutral
unmercenary,0.0,1.0,0.0,0.0,3,neutral
unmerciful,0.0,1.0,0.0,0.0,3,neutral
unmerry,0.0,1.0,0.0,0.0,3,neutral
unmethodical,0.0,1.0,0.0,0.0,3,neutral
unmild,0.0,1.0,0.0,0.0,3,neutral
unmindful,0.0,1.0,0.0,0.0,3,neutral
unmirthful,0.0,1.0,0.0,0.0,3,neutral
unmelancholy,0.0,1.0,0.0,0.0,3,neutral
unmodifiable,0.0,1.0,0.0,0.0,3,neutral
unmovable,0.0,1.0,0.0,0.0,3,neutral
unmusical,0.0,1.0,0.0,0.0,3,neutral
unnatural,0.0,1.0,0.0,0.0,3,neutral
unneighborly,0.0,1.0,0.0,0.0,3,neutral
unniggardly,0.0,1.0,0.0,0.0,3,neutral
unobliging,0.0,1.0,0.0,0.0,3,neutral
unobservant,0.0,1.0,0.0,0.0,3,neutral
unmoralizing,0.0,1.0,0.0,0.0,3,neutral
unintrospective,0.0,1.0,0.0,0.0,3,neutral
unmeek,0.0,1.0,0.0,0.0,3,neutral
unmasculine,0.0,1.0,0.0,0.0,3,neutral
uninvestigative,0.0,1.0,0.0,0.0,3,neutral
unique,0.0,1.0,0.0,0.0,3,neutral
unjealous,0.0,1.0,0.0,0.0,3,neutral
unjoyful,0.0,1.0,0.0,0.0,3,neutral
unkempt,0.0,1.0,0.0,0.0,3,neutral
unkindly,0.0,1.0,0.0,0.0,3,neutral
unladylike,0.0,1.0,0.0,0.0,3,neutral
unmeddling,0.0,1.0,0.0,0.0,3,neutral
unlearned,0.0,1.0,0.0,0.0,3,neutral
unlively,0.0,1.0,0.0,0.0,3,neutral
unlucky,0.0,1.0,0.0,0.0,3,neutral
unmaidenly,0.0,1.0,0.0,0.0,3,neutral
unmalicious,0.0,1.0,0.0,0.0,3,neutral
unmalleable,0.0,1.0,0.0,0.0,3,neutral
unmanly,0.0,1.0,0.0,0.0,3,neutral
unmannered,0.0,1.0,0.0,0.0,3,neutral
unliterary,0.0,1.0,0.0,0.0,3,neutral
unsmiling,0.0,1.0,0.0,0.0,3,neutral
unsociable,0.0,1.0,0.0,0.0,3,neutral
unsocial,0.0,1.0,0.0,0.0,3,neutral
vocal,0.0,1.0,0.0,0.0,3,neutral
volatile,0.0,1.0,0.0,0.0,3,neutral
volcanic,0.0,1.0,0.0,0.0,3,neutral
voluptuous,0.0,1.0,0.0,0.0,3,neutral
vulgar,0.0,1.0,0.0,0.0,3,neutral
waggish,0.0,1.0,0.0,0.0,3,neutral
warlike,0.0,1.0,0.0,0.0,3,neutral
vivid,0.0,1.0,0.0,0.0,3,neutral
warm-hearted,0.0,1.0,0.0,0.0,3,neutral
wary,0.0,1.0,0.0,0.0,3,neutral
wasteful,0.0,1.0,0.0,0.0,3,neutral
watchful,0.0,1.0,0.0,0.0,3,neutral
weak-hearted,0.0,1.0,0.0,0.0,3,neutral
weak-kneed,0.0,1.0,0.0,0.0,3,neutral
weak-minded,0.0,1.0,0.0,0.0,3,neutral
weak-spirited,0.0,1.0,0.0,0.0,3,neutral
warmthless,0.0,1.0,0.0,0.0,3,neutral
weariless,0.0,1.0,0.0,0.0,3,neutral
vituperative,0.0,1.0,0.0,0.0,3,neutral
virginal,0.0,1.0,0.0,0.0,3,neutral
valiant,0.0,1.0,0.0,0.0,3,neutral
valorous,0.0,1.0,0.0,0.0,3,neutral
vapid,0.0,1.0,0.0,0.0,3,neutral
variable,0.0,1.0,0.0,0.0,3,neutral
vegetative,0.0,1.0,0.0,0.0,3,neutral
vehement,0.0,1.0,0.0,0.0,3,neutral
venal,0.0,1.0,0.0,0.0,3,neutral
virile,0.0,1.0,0.0,0.0,3,neutral
vengeful,0.0,1.0,0.0,0.0,3,neutral
venturous,0.0,1.0,0.0,0.0,3,neutral
verbal,0.0,1.0,0.0,0.0,3,neutral
verbose,0.0,1.0,0.0,0.0,3,neutral
versatile,0.0,1.0,0.0,0.0,3,neutral
vigorless,0.0,1.0,0.0,0.0,3,neutral
