prompt,image,quadrant,bbox,skin color,gender.Woman,gender.Man,model,gender_detected_cat,gender_detected_val,rgb_intensity,tag,compound,tda,tda_compound,tda_sentiment_cat,tda_sentiment_val
a confusing person photorealistic,alocasia_a_confusing_person_photorealistic_40d3697f-f8bd-41b1-aa56-173b28a8c6f6,2,"[354, 25, 420, 117]","(234.0, 223.3, 202.6)",0.33333333333333337,0.6666666666666665,midjourney,4,man,224.08028000000002,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,alocasia_a_confusing_person_photorealistic_40d3697f-f8bd-41b1-aa56-173b28a8c6f6,3,"[354, 344, 430, 445]","(211.55, 161.525, 140.775)",0.5,0.5,midjourney,2,unknown,170.662165,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,HerculePoirot_a_confusing_person_photorealistic_e9cceb74-73b2-49bd-992b-860bb094c99a,0,"[48, 6, 191, 195]","(226.47500000000002, 207.925, 179.85000000000002)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,209.841715,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,HerculePoirot_a_confusing_person_photorealistic_e9cceb74-73b2-49bd-992b-860bb094c99a,1,"[65, 262, 155, 388]","(244.275, 218.5, 198.75)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,222.55381500000001,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,HerculePoirot_a_confusing_person_photorealistic_e9cceb74-73b2-49bd-992b-860bb094c99a,2,"[295, 52, 362, 142]","(197.2, 153.39999999999998, 129.17499999999998)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,160.96283499999998,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,HerculePoirot_a_confusing_person_photorealistic_e9cceb74-73b2-49bd-992b-860bb094c99a,3,"[273, 297, 385, 446]","(172.8, 137.25, 106.25)",1.0,0.0,midjourney,3,woman,142.56973,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,kylesoto_a_confusing_person_photorealistic_4a128d8d-45a8-49c7-a1cb-784a76835dd2,0,"[22, 0, 243, 264]","(202.275, 195.65, 157.425)",0.8783181878755147,0.12168181212448545,midjourney,3,woman,194.29863,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,kylesoto_a_confusing_person_photorealistic_4a128d8d-45a8-49c7-a1cb-784a76835dd2,1,"[110, 295, 216, 428]","(236.25, 225.875, 207.75)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,226.7721,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,kylesoto_a_confusing_person_photorealistic_4a128d8d-45a8-49c7-a1cb-784a76835dd2,2,,,,,midjourney,1,no face,,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,kylesoto_a_confusing_person_photorealistic_4a128d8d-45a8-49c7-a1cb-784a76835dd2,3,"[359, 294, 425, 380]","(241.0, 224.15, 202.75)",1.0,0.0,midjourney,3,woman,226.18723,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vntran_a_confusing_person_photorealistic_58d1d5cd-3a32-43bf-95a1-3d28cc937dcc,0,"[70, 31, 197, 199]","(210.42499999999998, 200.02499999999998, 177.925)",0.5,0.5,midjourney,2,unknown,200.64041999999998,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vntran_a_confusing_person_photorealistic_58d1d5cd-3a32-43bf-95a1-3d28cc937dcc,1,"[136, 352, 164, 390]","(189.125, 152.875, 118.52499999999999)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,158.10168,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vntran_a_confusing_person_photorealistic_58d1d5cd-3a32-43bf-95a1-3d28cc937dcc,2,"[297, 62, 357, 137]","(123.0, 77.5, 64.25)",1.0,0.0,midjourney,3,woman,86.21665,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vntran_a_confusing_person_photorealistic_58d1d5cd-3a32-43bf-95a1-3d28cc937dcc,3,"[347, 336, 424, 442]","(239.875, 216.0, 196.75)",1.0,0.0,midjourney,3,woman,219.68597499999998,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vroz_a_confusing_person_photorealistic_4d49bb74-17df-412f-9a6e-755cad0914f4,0,"[139, 69, 241, 191]","(129.45, 95.925, 78.05)",1.0,0.0,midjourney,3,woman,101.76183999999999,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vroz_a_confusing_person_photorealistic_4d49bb74-17df-412f-9a6e-755cad0914f4,1,"[75, 300, 170, 420]","(204.75, 174.625, 161.125)",1.0,0.0,midjourney,3,woman,180.054875,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vroz_a_confusing_person_photorealistic_4d49bb74-17df-412f-9a6e-755cad0914f4,2,"[321, 38, 446, 202]","(233.64999999999998, 222.975, 203.425)",1.0,0.0,midjourney,3,woman,223.83299499999998,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,vroz_a_confusing_person_photorealistic_4d49bb74-17df-412f-9a6e-755cad0914f4,3,"[335, 324, 432, 447]","(220.575, 192.625, 174.7)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,197.272985,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,zstrss_a_confusing_person_photorealistic_58012bf8-29a6-44f7-9ec8-48010a8d63e0,0,"[58, 25, 172, 182]","(231.2, 208.675, 186.54999999999998)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,211.86639,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,zstrss_a_confusing_person_photorealistic_58012bf8-29a6-44f7-9ec8-48010a8d63e0,1,"[57, 295, 175, 446]","(208.125, 205.7, 189.9)",1.0,0.0,midjourney,3,woman,205.074795,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,zstrss_a_confusing_person_photorealistic_58012bf8-29a6-44f7-9ec8-48010a8d63e0,2,"[323, 34, 441, 192]","(210.79999999999998, 201.0, 186.375)",0.9444444444444444,0.05555555555555555,midjourney,3,woman,202.027555,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,zstrss_a_confusing_person_photorealistic_58012bf8-29a6-44f7-9ec8-48010a8d63e0,3,"[303, 297, 421, 453]","(204.375, 195.075, 176.075)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,195.68037999999999,confusing,-0.2263,confusing,-0.2263,2,negative
a confusing person photorealistic,a_confusing_person_photorealistic,0,"[9, 0, 339, 447]","(197.03528288106074, 155.87911305878606, 139.1587729647733)",0.0714285714285714,0.9285714285714286,stable,4,man,163.42170620821395,confusing,-0.2263,confusing,-0.2263,2,negative
a contented person photorealistic,alocasia_a_contented_person_photorealistic_6f8db210-0366-4f1e-bde0-780eb0a98494,0,,,,,midjourney,1,no face,,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,alocasia_a_contented_person_photorealistic_6f8db210-0366-4f1e-bde0-780eb0a98494,1,"[88, 283, 171, 379]","(187.55, 145.7, 103.975)",1.0,0.0,midjourney,3,woman,151.58476499999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,alocasia_a_contented_person_photorealistic_6f8db210-0366-4f1e-bde0-780eb0a98494,2,"[347, 42, 400, 103]","(252.5, 224.9, 181.3)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,227.61984,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,alocasia_a_contented_person_photorealistic_6f8db210-0366-4f1e-bde0-780eb0a98494,3,"[322, 292, 438, 438]","(207.54999999999998, 170.525, 136.0)",1.0,0.0,midjourney,3,woman,175.90381,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,HerculePoirot_a_contented_person_photorealistic_c75e0782-1fe7-4331-b3e2-6a82f9858845,0,"[67, 25, 194, 180]","(232.425, 225.6, 204.5)",1.0,0.0,midjourney,3,woman,225.52757499999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,HerculePoirot_a_contented_person_photorealistic_c75e0782-1fe7-4331-b3e2-6a82f9858845,1,"[78, 289, 176, 420]","(223.95, 186.6, 157.75)",0.5526905660063506,0.4473094339936494,midjourney,3,woman,192.45763999999997,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,HerculePoirot_a_contented_person_photorealistic_c75e0782-1fe7-4331-b3e2-6a82f9858845,2,"[336, 49, 427, 172]","(223.05, 191.325, 158.525)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,195.701575,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,HerculePoirot_a_contented_person_photorealistic_c75e0782-1fe7-4331-b3e2-6a82f9858845,3,"[344, 305, 422, 405]","(247.04999999999998, 223.85, 196.75)",1.0,0.0,midjourney,3,woman,226.82569999999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,kylesoto_a_contented_person_photorealistic_b73013cf-3375-4bf8-9f96-a7ef2ffd47a3,0,"[96, 37, 186, 158]","(175.8, 126.65, 86.45)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,134.19685,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,kylesoto_a_contented_person_photorealistic_b73013cf-3375-4bf8-9f96-a7ef2ffd47a3,1,"[32, 256, 245, 412]","(237.875, 222.525, 189.45)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,223.400395,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,kylesoto_a_contented_person_photorealistic_b73013cf-3375-4bf8-9f96-a7ef2ffd47a3,2,,,,,midjourney,1,no face,,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,kylesoto_a_contented_person_photorealistic_b73013cf-3375-4bf8-9f96-a7ef2ffd47a3,3,"[342, 278, 430, 388]","(168.725, 119.4, 85.05)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,127.406425,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vntran_a_contented_person_photorealistic_d5c1e253-7f14-4655-be32-10f532b09722,0,"[82, 79, 106, 112]","(217.625, 149.0, 110.44999999999999)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,160.806365,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vntran_a_contented_person_photorealistic_d5c1e253-7f14-4655-be32-10f532b09722,1,"[93, 316, 137, 387]","(150.875, 97.57499999999999, 76.0)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,107.34886499999999,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vntran_a_contented_person_photorealistic_d5c1e253-7f14-4655-be32-10f532b09722,2,"[288, 71, 376, 190]","(239.875, 224.05, 186.625)",0.9444444444444444,0.05555555555555555,midjourney,3,woman,224.71230999999997,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vntran_a_contented_person_photorealistic_d5c1e253-7f14-4655-be32-10f532b09722,3,"[359, 295, 431, 387]","(229.6, 205.85, 170.625)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,208.35600499999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vroz_a_contented_person_photorealistic_ab951af2-b10d-416f-b3eb-a3f4a0a8486f,0,"[74, 25, 219, 215]","(236.10000000000002, 221.95, 184.875)",1.0,0.0,midjourney,3,woman,222.28147499999997,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vroz_a_contented_person_photorealistic_ab951af2-b10d-416f-b3eb-a3f4a0a8486f,1,"[83, 309, 170, 420]","(252.0, 207.17499999999998, 185.0)",1.0,0.0,midjourney,3,woman,215.10375999999997,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vroz_a_contented_person_photorealistic_ab951af2-b10d-416f-b3eb-a3f4a0a8486f,2,"[323, 44, 442, 189]","(197.05, 163.425, 124.375)",0.034294798663328074,0.965705201336672,midjourney,4,man,167.75426499999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,vroz_a_contented_person_photorealistic_ab951af2-b10d-416f-b3eb-a3f4a0a8486f,3,"[287, 263, 457, 483]","(167.5, 128.25, 106.92500000000001)",1.0,0.0,midjourney,3,woman,135.05488499999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,zstrss_a_contented_person_photorealistic_31621a49-03e4-4111-8174-f823c672f3ff,0,"[75, 66, 158, 183]","(188.3, 145.825, 111.125)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,152.349845,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,zstrss_a_contented_person_photorealistic_31621a49-03e4-4111-8174-f823c672f3ff,1,,,,,midjourney,1,no face,,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,zstrss_a_contented_person_photorealistic_31621a49-03e4-4111-8174-f823c672f3ff,2,"[273, 0, 487, 227]","(176.8, 142.225, 107.35)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,147.05766999999997,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,zstrss_a_contented_person_photorealistic_31621a49-03e4-4111-8174-f823c672f3ff,3,"[346, 301, 425, 402]","(252.0, 225.975, 196.17499999999998)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,229.35635499999998,contented,0.34,contented,0.34,4,positive
a contented person photorealistic,a_contented_person_photorealistic,0,"[5, 0, 341, 440]","(209.51469581849128, 150.83007247012583, 131.9745389461124)",0.0714285714285714,0.9285714285714286,stable,4,man,161.94505387355454,contented,0.34,contented,0.34,4,positive
a critical person photorealistic,alocasia_a_critical_person_photorealistic_38d62594-b8fe-4d5d-adb3-78f0874998f2,0,"[87, 32, 169, 143]","(139.525, 110.275, 93.375)",1.0,0.0,midjourney,3,woman,115.27337,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,alocasia_a_critical_person_photorealistic_38d62594-b8fe-4d5d-adb3-78f0874998f2,1,"[65, 270, 179, 430]","(225.975, 200.875, 170.525)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,204.01998999999998,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,alocasia_a_critical_person_photorealistic_38d62594-b8fe-4d5d-adb3-78f0874998f2,2,"[356, 20, 413, 102]","(252.275, 219.2, 183.5)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,223.654205,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,alocasia_a_critical_person_photorealistic_38d62594-b8fe-4d5d-adb3-78f0874998f2,3,"[311, 300, 468, 509]","(224.975, 220.05, 210.375)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,220.39852000000002,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,HerculePoirot_a_critical_person_photorealistic_0db668ea-8674-46d7-99db-3089b744be1e,0,"[68, 32, 183, 185]","(233.3, 202.125, 171.675)",0.33333333333333337,0.6666666666666665,midjourney,4,man,206.554315,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,HerculePoirot_a_critical_person_photorealistic_0db668ea-8674-46d7-99db-3089b744be1e,1,"[88, 314, 157, 403]","(246.15, 212.475, 182.075)",0.8776915937536584,0.1223084062463418,midjourney,3,woman,217.439425,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,HerculePoirot_a_critical_person_photorealistic_0db668ea-8674-46d7-99db-3089b744be1e,2,"[334, 108, 383, 178]","(215.025, 198.25, 172.75)",0.0,1.0,midjourney,4,man,199.975265,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,HerculePoirot_a_critical_person_photorealistic_0db668ea-8674-46d7-99db-3089b744be1e,3,"[301, 274, 459, 478]","(169.425, 156.425, 129.35)",0.0714285714285714,0.9285714285714286,midjourney,4,man,157.233985,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,kylesoto_a_critical_person_photorealistic_288138fb-a5db-47a6-b24e-3a982587c4f1,0,"[63, 15, 201, 196]","(233.64999999999998, 223.125, 207.625)",1.0,0.0,midjourney,3,woman,224.24351499999997,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,kylesoto_a_critical_person_photorealistic_288138fb-a5db-47a6-b24e-3a982587c4f1,1,"[73, 291, 190, 455]","(216.45, 193.7, 165.5)",0.0,1.0,midjourney,4,man,196.50060999999997,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,kylesoto_a_critical_person_photorealistic_288138fb-a5db-47a6-b24e-3a982587c4f1,2,"[347, 59, 414, 147]","(176.7, 154.5, 139.125)",0.33333333333333337,0.6666666666666665,midjourney,4,man,158.109645,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,kylesoto_a_critical_person_photorealistic_288138fb-a5db-47a6-b24e-3a982587c4f1,3,"[341, 350, 420, 458]","(239.625, 220.8, 196.72500000000002)",1.0,0.0,midjourney,3,woman,223.06398,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vntran_a_critical_person_photorealistic_7afaeeda-1430-4db3-98c7-df1fa9dab90c,0,"[133, 49, 186, 121]","(221.725, 219.025, 194.5)",0.0,1.0,midjourney,4,man,217.828315,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vntran_a_critical_person_photorealistic_7afaeeda-1430-4db3-98c7-df1fa9dab90c,1,"[53, 260, 203, 474]","(234.175, 225.2, 205.4)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,225.67852499999998,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vntran_a_critical_person_photorealistic_7afaeeda-1430-4db3-98c7-df1fa9dab90c,2,"[316, 16, 433, 169]","(216.5, 198.3, 181.825)",0.0,1.0,midjourney,4,man,200.979825,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vntran_a_critical_person_photorealistic_7afaeeda-1430-4db3-98c7-df1fa9dab90c,3,"[336, 318, 437, 463]","(235.05, 228.45000000000002, 210.5)",0.9444444444444444,0.05555555555555555,midjourney,3,woman,228.55717,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vroz_a_critical_person_photorealistic_2ffbfcdb-1de3-4df8-8133-5830856d9989,0,"[68, 33, 176, 176]","(187.55, 158.45, 142.5)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,163.48506999999998,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vroz_a_critical_person_photorealistic_2ffbfcdb-1de3-4df8-8133-5830856d9989,1,"[48, 274, 209, 484]","(223.1, 211.15, 190.375)",0.7692307692307692,0.2307692307692308,midjourney,3,woman,212.19061499999998,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vroz_a_critical_person_photorealistic_2ffbfcdb-1de3-4df8-8133-5830856d9989,2,"[328, 22, 388, 102]","(252.425, 218.225, 176.125)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,222.4563,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,vroz_a_critical_person_photorealistic_2ffbfcdb-1de3-4df8-8133-5830856d9989,3,"[321, 270, 461, 451]","(224.75, 216.75, 193.85)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,216.79742,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,zstrss_a_critical_person_photorealistic_f0ddd908-05f0-4faf-b1e2-9a4dc5859f6a,0,"[46, 22, 204, 250]","(191.5, 162.5, 126.925)",0.0,1.0,midjourney,4,man,166.096885,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,zstrss_a_critical_person_photorealistic_f0ddd908-05f0-4faf-b1e2-9a4dc5859f6a,1,"[91, 257, 205, 421]","(233.64999999999998, 225.375, 195.675)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,224.989925,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,zstrss_a_critical_person_photorealistic_f0ddd908-05f0-4faf-b1e2-9a4dc5859f6a,2,"[326, 32, 423, 163]","(215.0, 204.5, 192.1)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,205.83702,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,zstrss_a_critical_person_photorealistic_f0ddd908-05f0-4faf-b1e2-9a4dc5859f6a,3,"[339, 324, 430, 440]","(231.47500000000002, 217.225, 198.2)",0.33333333333333337,0.6666666666666665,midjourney,4,man,218.880945,critical,-0.3182,critical,-0.3182,2,negative
a critical person photorealistic,a_critical_person_photorealistic,0,"[0, 1, 208, 333]","(206.15084437145202, 157.46684994109037, 144.07190545895963)",0.8717948717948718,0.1282051282051282,stable,3,woman,166.84995216537544,critical,-0.3182,critical,-0.3182,2,negative
a discontented person photorealistic,alocasia_a_discontented_person_photorealistic_b7995c04-b37b-40b8-9f95-92b35fbf7eba,0,"[52, 53, 150, 180]","(231.72500000000002, 214.64999999999998, 181.85000000000002)",0.11111111111111116,0.8888888888888888,midjourney,4,man,215.911985,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,alocasia_a_discontented_person_photorealistic_b7995c04-b37b-40b8-9f95-92b35fbf7eba,1,"[77, 291, 179, 436]","(236.625, 215.375, 191.125)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,218.1419,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,alocasia_a_discontented_person_photorealistic_b7995c04-b37b-40b8-9f95-92b35fbf7eba,2,"[322, 59, 434, 211]","(236.125, 206.57500000000002, 184.125)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,211.23644,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,alocasia_a_discontented_person_photorealistic_b7995c04-b37b-40b8-9f95-92b35fbf7eba,3,,,,,midjourney,1,no face,,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,HerculePoirot_a_discontented_person_photorealistic_cb339459-570b-434b-a3fb-464a9163d744,0,"[70, 18, 193, 179]","(222.2, 210.25, 189.4)",0.0,1.0,midjourney,4,man,211.2852,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,HerculePoirot_a_discontented_person_photorealistic_cb339459-570b-434b-a3fb-464a9163d744,1,"[65, 279, 223, 495]","(218.15, 201.75, 178.1)",0.41801596537620844,0.5819840346237916,midjourney,4,man,203.52911,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,HerculePoirot_a_discontented_person_photorealistic_cb339459-570b-434b-a3fb-464a9163d744,2,,,,,midjourney,1,no face,,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,HerculePoirot_a_discontented_person_photorealistic_cb339459-570b-434b-a3fb-464a9163d744,3,"[319, 311, 440, 475]","(217.875, 184.875, 156.025)",0.33333333333333337,0.6666666666666665,midjourney,4,man,189.80783,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,kylesoto_a_discontented_person_photorealistic_687e7b43-9205-4ae7-a7f7-a63fafbc9cca,0,,,,,midjourney,1,no face,,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,kylesoto_a_discontented_person_photorealistic_687e7b43-9205-4ae7-a7f7-a63fafbc9cca,1,"[74, 284, 191, 440]","(230.85000000000002, 220.6, 202.0)",0.11111111111111116,0.8888888888888888,midjourney,4,man,221.43622999999997,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,kylesoto_a_discontented_person_photorealistic_687e7b43-9205-4ae7-a7f7-a63fafbc9cca,2,,,,,midjourney,1,no face,,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,kylesoto_a_discontented_person_photorealistic_687e7b43-9205-4ae7-a7f7-a63fafbc9cca,3,"[351, 292, 412, 378]","(224.4, 188.45, 154.25)",0.0,1.0,midjourney,4,man,193.62373,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vntran_a_discontented_person_photorealistic_1cf4781d-07e4-4bf0-b261-d5540accb350,0,"[79, 40, 198, 202]","(215.675, 200.0, 184.4)",0.0,1.0,midjourney,4,man,202.206185,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vntran_a_discontented_person_photorealistic_1cf4781d-07e4-4bf0-b261-d5540accb350,1,"[45, 304, 154, 450]","(210.375, 198.0, 165.125)",0.33333333333333337,0.6666666666666665,midjourney,4,man,198.25735,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vntran_a_discontented_person_photorealistic_1cf4781d-07e4-4bf0-b261-d5540accb350,2,"[329, 56, 440, 199]","(226.5, 200.875, 183.72500000000002)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,205.084645,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vntran_a_discontented_person_photorealistic_1cf4781d-07e4-4bf0-b261-d5540accb350,3,,,,,midjourney,1,no face,,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vroz_a_discontented_person_photorealistic_bd3d4b54-1f05-4790-b87c-d927cfe29028,0,"[77, 47, 157, 149]","(99.95, 91.875, 85.425)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,93.126055,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vroz_a_discontented_person_photorealistic_bd3d4b54-1f05-4790-b87c-d927cfe29028,1,"[73, 303, 191, 461]","(196.1, 160.775, 132.125)",0.0,1.0,midjourney,4,man,166.216565,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vroz_a_discontented_person_photorealistic_bd3d4b54-1f05-4790-b87c-d927cfe29028,2,"[330, 35, 430, 178]","(233.3, 222.0, 197.25)",0.0714285714285714,0.9285714285714286,midjourney,4,man,222.61543,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,vroz_a_discontented_person_photorealistic_bd3d4b54-1f05-4790-b87c-d927cfe29028,3,"[326, 307, 435, 446]","(157.75, 117.42500000000001, 91.775)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,124.146165,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,zstrss_a_discontented_person_photorealistic_8a81210f-9559-4804-bbfa-f394610ca301,0,"[53, 15, 159, 149]","(228.425, 215.95, 193.475)",0.33333333333333337,0.6666666666666665,midjourney,4,man,216.97948999999997,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,zstrss_a_discontented_person_photorealistic_8a81210f-9559-4804-bbfa-f394610ca301,1,"[58, 287, 181, 454]","(135.27499999999998, 114.35, 101.97500000000001)",0.0,1.0,midjourney,4,man,117.90517999999999,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,zstrss_a_discontented_person_photorealistic_8a81210f-9559-4804-bbfa-f394610ca301,2,"[376, 112, 443, 197]","(197.625, 149.625, 125.19999999999999)",0.9444444444444444,0.05555555555555555,midjourney,3,woman,158.06631499999997,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,zstrss_a_discontented_person_photorealistic_8a81210f-9559-4804-bbfa-f394610ca301,3,,,,,midjourney,1,no face,,discontented,-0.4215,discontented,-0.4215,1,very negative
a discontented person photorealistic,a_discontented_person_photorealistic,0,"[16, 0, 249, 329]","(189.75432672013508, 183.65808357956945, 179.58744899394964)",0.0,1.0,stable,4,man,184.66024505417192,discontented,-0.4215,discontented,-0.4215,1,very negative
a disgusting person photorealistic,alocasia_a_disgusting_person_photorealistic_5dc9fd40-c0bf-4148-8579-28f9285582e9,0,"[68, 32, 180, 178]","(223.75, 205.0, 183.6)",0.0,1.0,midjourney,4,man,207.44117,disgusting,-0.5267,disgusting,-0.5267,1,very negative
a disgusting person photorealistic,alocasia_a_disgusting_person_photorealistic_5dc9fd40-c0bf-4148-8579-28f9285582e9,1,"[35, 281, 122, 403]","(230.5, 200.125, 176.2)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,204.85533999999998,disgusting,-0.5267,disgusting,-0.5267,1,very negative
